ResourceID,AdminArea,AdminAreaType,Timestamp,ID
MLO108532,Enfield,Borough,00 00 00 00 00 84 E4 1F ,60072
MLO108533,Richmond upon Thames,Borough,00 00 00 00 00 85 4F 73 ,60073
MLO108534,Merton,Borough,00 00 00 00 00 85 5D 66 ,60074
MLO108535,Merton,Borough,00 00 00 00 00 85 78 03 ,60076
MLO108536,Merton,Borough,00 00 00 00 00 85 70 B5 ,60075
MLO108537,Wandsworth,Borough,00 00 00 00 00 85 96 7D ,60077
MLO108538,Wandsworth,Borough,00 00 00 00 00 85 9C 03 ,60078
MLO108539,Wandsworth,Borough,00 00 00 00 00 85 A0 B3 ,60079
MLO10854,Havering,Borough,00 00 00 00 00 13 69 38 ,24437
MLO108540,Wandsworth,Borough,00 00 00 00 00 85 A4 D3 ,60080
MLO108541,Wandsworth,Borough,00 00 00 00 00 85 A9 81 ,60081
MLO108542,Wandsworth,Borough,00 00 00 00 00 85 BD E7 ,60082
MLO108543,City of London,Borough,00 00 00 00 00 85 EE 73 ,60083
MLO108544,Hammersmith and Fulham,Borough,00 00 00 00 00 86 23 11 ,60084
MLO108545,Hammersmith and Fulham,Borough,00 00 00 00 00 86 2C B1 ,60085
MLO108545,Ealing,Borough,00 00 00 00 00 86 2C B8 ,60086
MLO108546,Enfield,Borough,00 00 00 00 00 86 41 8A ,60088
MLO108547,Haringey,Borough,00 00 00 00 00 86 3A EB ,60087
MLO108548,Haringey,Borough,00 00 00 00 00 86 43 52 ,60089
MLO108549,Redbridge,Borough,00 00 00 00 00 86 CC 18 ,60090
MLO10855,Havering,Borough,00 00 00 00 00 13 80 69 ,30351
MLO108550,Merton,Borough,00 00 00 00 00 95 16 9C ,60200
MLO108551,Merton,Borough,00 00 00 00 00 86 DD F0 ,60091
MLO108552,Merton,Borough,00 00 00 00 00 86 E5 BC ,60093
MLO108553,Southwark,Borough,00 00 00 00 00 86 E3 F0 ,60092
MLO108554,Merton,Borough,00 00 00 00 00 86 F1 A3 ,60094
MLO108555,Camden,Borough,00 00 00 00 00 86 FC 3F ,60095
MLO108556,Enfield,Borough,00 00 00 00 00 87 26 AD ,60096
MLO108557,Wandsworth,Borough,00 00 00 00 00 87 37 5A ,60097
MLO108558,Southwark,Borough,00 00 00 00 00 87 39 28 ,60098
MLO108559,Wandsworth,Borough,00 00 00 00 00 87 3B FF ,60099
MLO10856,Havering,Borough,00 00 00 00 00 13 97 5C ,36203
MLO108560,Wandsworth,Borough,00 00 00 00 00 87 40 1D ,60100
MLO108561,Haringey,Borough,00 00 00 00 00 87 A9 9E ,60101
MLO108562,Enfield,Borough,00 00 00 00 00 87 C8 EF ,60102
MLO108563,Haringey,Borough,00 00 00 00 00 87 CA 05 ,60103
MLO108564,Southwark,Borough,00 00 00 00 00 88 06 86 ,60104
MLO108565,Southwark,Borough,00 00 00 00 00 88 07 97 ,60105
MLO108566,Wandsworth,Borough,00 00 00 00 00 89 17 72 ,60106
MLO108568,Wandsworth,Borough,00 00 00 00 00 89 20 70 ,60107
MLO108569,Haringey,Borough,00 00 00 00 00 89 25 7D ,60109
MLO10857,Havering,Borough,00 00 00 00 00 13 AE 71 ,42089
MLO108570,Wandsworth,Borough,00 00 00 00 00 89 25 12 ,60108
MLO108571,Wandsworth,Borough,00 00 00 00 00 89 29 4E ,60110
MLO108572,Haringey,Borough,00 00 00 00 00 89 30 92 ,60111
MLO108573,Wandsworth,Borough,00 00 00 00 00 89 3A 35 ,60112
MLO108574,Haringey,Borough,00 00 00 00 00 89 3F 09 ,60113
MLO108575,Wandsworth,Borough,00 00 00 00 00 89 40 AF ,60114
MLO108576,Wandsworth,Borough,00 00 00 00 00 89 45 2F ,60115
MLO108577,Wandsworth,Borough,00 00 00 00 00 89 4A 61 ,60116
MLO108578,Haringey,Borough,00 00 00 00 00 89 4D 22 ,60117
MLO108579,Wandsworth,Borough,00 00 00 00 00 89 4E 6B ,60118
MLO108580,Wandsworth,Borough,00 00 00 00 00 89 52 A9 ,60119
MLO108582,Redbridge,Borough,00 00 00 00 00 8A 08 41 ,60120
MLO108583,Merton,Borough,00 00 00 00 00 8A 0C 14 ,60121
MLO108584,City of Westminster,Borough,00 00 00 00 00 8A 19 8B ,60122
MLO108585,Merton,Borough,00 00 00 00 00 8A 21 F7 ,60123
MLO108586,Merton,Borough,00 00 00 00 00 8A 37 08 ,60124
MLO108587,Enfield,Borough,00 00 00 00 00 8A 3B 1B ,60125
MLO10859,Havering,Borough,00 00 00 00 00 13 DC A0 ,53866
MLO108592,Sutton,Borough,00 00 00 00 00 8B 8F 76 ,60126
MLO108593,Merton,Borough,00 00 00 00 00 8B 9F 79 ,60127
MLO108594,Kensington and Chelsea,Borough,00 00 00 00 00 8B 9F CE ,60128
MLO108595,Merton,Borough,00 00 00 00 00 8B B1 E9 ,60129
MLO108596,Enfield,Borough,00 00 00 00 00 8B DF 03 ,60130
MLO108597,Hammersmith and Fulham,Borough,00 00 00 00 00 8B ED F1 ,60131
MLO108597,Greater London Authority,County,00 00 00 00 00 8B ED FC ,60132
MLO108598,Tower Hamlets,Borough,00 00 00 00 00 8B F6 5C ,60133
MLO108599,Enfield,Borough,00 00 00 00 00 8C 0A 6C ,60134
MLO10860,Southwark,Borough,00 00 00 00 00 13 0C A0 ,826
MLO108600,Wandsworth,Borough,00 00 00 00 00 8C 8C 78 ,60135
MLO108601,Wandsworth,Borough,00 00 00 00 00 8C 92 25 ,60136
MLO108602,Wandsworth,Borough,00 00 00 00 00 8C 98 10 ,60137
MLO108603,Haringey,Borough,00 00 00 00 00 8C 9B 14 ,60138
MLO108604,Wandsworth,Borough,00 00 00 00 00 8C 9C CF ,60139
MLO108605,Haringey,Borough,00 00 00 00 00 8C A2 75 ,60140
MLO108606,Wandsworth,Borough,00 00 00 00 00 8C AA 64 ,60141
MLO108607,Wandsworth,Borough,00 00 00 00 00 8C B0 EE ,60142
MLO108608,Wandsworth,Borough,00 00 00 00 00 8C B5 24 ,60143
MLO108609,Wandsworth,Borough,00 00 00 00 00 8C B8 DE ,60144
MLO10861,Havering,Borough,00 00 00 00 00 13 23 DF ,6754
MLO108610,Enfield,Borough,00 00 00 00 00 8D B9 4A ,60145
MLO108612,Wandsworth,Borough,00 00 00 00 00 8D D4 D1 ,60146
MLO108614,Haringey,Borough,00 00 00 00 00 8F 00 8D ,60147
MLO108615,Haringey,Borough,00 00 00 00 00 8F 08 02 ,60148
MLO108616,Haringey,Borough,00 00 00 00 00 8F 0D F4 ,60149
MLO108617,Haringey,Borough,00 00 00 00 00 91 B7 FC ,60150
MLO108618,Haringey,Borough,00 00 00 00 00 91 BF 30 ,60151
MLO108619,Haringey,Borough,00 00 00 00 00 91 D2 B6 ,60152
MLO10862,Havering,Borough,00 00 00 00 00 13 3B 22 ,12685
MLO108620,Haringey,Borough,00 00 00 00 00 92 D5 7D ,60154
MLO108620,Islington,Borough,00 00 00 00 00 92 D5 85 ,60155
MLO108621,Brent,Borough,00 00 00 00 00 92 03 E1 ,60153
MLO108622,City of Westminster,Borough,00 00 00 00 00 93 2E 09 ,60156
MLO108623,Kensington and Chelsea,Borough,00 00 00 00 00 93 40 BF ,60157
MLO108624,Haringey,Borough,00 00 00 00 00 93 B6 D8 ,60158
MLO108625,Haringey,Borough,00 00 00 00 00 93 C0 34 ,60159
MLO108626,Haringey,Borough,00 00 00 00 00 93 CB 61 ,60160
MLO108627,Haringey,Borough,00 00 00 00 00 94 C9 A8 ,60161
MLO108628,Haringey,Borough,00 00 00 00 00 94 D0 A8 ,60162
MLO108629,Haringey,Borough,00 00 00 00 00 94 D5 7D ,60163
MLO10863,Havering,Borough,00 00 00 00 00 13 52 23 ,18551
MLO108630,Haringey,Borough,00 00 00 00 00 94 E0 52 ,60164
MLO108631,Haringey,Borough,00 00 00 00 00 94 E3 80 ,60165
MLO108632,City of Westminster,Borough,00 00 00 00 00 95 38 30 ,60204
MLO108633,City of Westminster,Borough,00 00 00 00 00 95 3C 08 ,60205
MLO108634,Camden,Borough,00 00 00 00 00 95 47 F6 ,60206
MLO108635,Haringey,Borough,00 00 00 00 00 95 A9 50 ,60207
MLO108636,Haringey,Borough,00 00 00 00 00 95 AF 4A ,60208
MLO108637,Haringey,Borough,00 00 00 00 00 95 B9 6E ,60209
MLO108638,Haringey,Borough,00 00 00 00 00 95 BE 15 ,60210
MLO108639,Haringey,Borough,00 00 00 00 00 95 C5 56 ,60211
MLO10864,Havering,Borough,00 00 00 00 00 13 69 39 ,24438
MLO108641,Merton,Borough,00 00 00 00 00 96 16 D8 ,60212
MLO108642,Lewisham,Borough,00 00 00 00 00 96 28 8C ,60219
MLO108643,Merton,Borough,00 00 00 00 00 96 2F 2C ,60220
MLO108644,Lewisham,Borough,00 00 00 00 00 96 36 02 ,60221
MLO108645,Croydon,Borough,00 00 00 00 00 96 45 9C ,60222
MLO108646,Merton,Borough,00 00 00 00 00 96 50 D4 ,60223
MLO108647,Merton,Borough,00 00 00 00 00 96 58 28 ,60224
MLO108649,Waltham Forest,Borough,00 00 00 00 00 96 E1 20 ,60226
MLO10865,Hackney,Borough,00 00 00 00 00 13 80 6A ,30352
MLO10865,City of London,Borough,00 00 00 00 00 13 80 6B ,30353
MLO108650,Merton,Borough,00 00 00 00 00 96 DE E9 ,60225
MLO108651,Merton,Borough,00 00 00 00 00 96 E7 7A ,60227
MLO108652,Harrow,Borough,00 00 00 00 00 96 F4 35 ,60237
MLO108653,Merton,Borough,00 00 00 00 00 96 FC F7 ,60238
MLO108654,Merton,Borough,00 00 00 00 00 97 06 8F ,60239
MLO108655,Haringey,Borough,00 00 00 00 00 97 A6 15 ,60240
MLO108656,Haringey,Borough,00 00 00 00 00 98 B6 27 ,60241
MLO108657,Haringey,Borough,00 00 00 00 00 98 BF 79 ,60242
MLO108658,Merton,Borough,00 00 00 00 00 99 0D 35 ,60243
MLO108659,Hounslow,Borough,00 00 00 00 00 99 19 05 ,60245
MLO108660,Hounslow,Borough,00 00 00 00 00 99 1C C1 ,60246
MLO108661,Merton,Borough,00 00 00 00 00 99 24 77 ,60247
MLO108662,Merton,Borough,00 00 00 00 00 99 2D 35 ,60248
MLO108663,Hounslow,Borough,00 00 00 00 00 99 39 E8 ,60249
MLO108664,Merton,Borough,00 00 00 00 00 99 3A 23 ,60250
MLO108665,City of London,Borough,00 00 00 00 00 99 46 E8 ,60251
MLO108666,Merton,Borough,00 00 00 00 00 99 47 94 ,60252
MLO108668,Hillingdon,Borough,00 00 00 00 00 9B 51 56 ,60253
MLO108669,Hillingdon,Borough,00 00 00 00 00 9B 5A AD ,60254
MLO10867,City of London,Borough,00 00 00 00 00 13 AE 72 ,42090
MLO108670,Islington,Borough,00 00 00 00 00 9B A9 94 ,60255
MLO108671,Merton,Borough,00 00 00 00 00 9B AC BE ,60256
MLO108672,Hackney,Borough,00 00 00 00 00 9B B7 C3 ,60257
MLO108673,Merton,Borough,00 00 00 00 00 9B BA 36 ,60258
MLO108674,Camden,Borough,00 00 00 00 00 9B BC 27 ,60259
MLO108675,Wandsworth,Borough,00 00 00 00 00 9B F4 69 ,60260
MLO108676,Wandsworth,Borough,00 00 00 00 00 9B FC 1F ,60261
MLO108677,Wandsworth,Borough,00 00 00 00 00 9C 06 34 ,60262
MLO108678,Wandsworth,Borough,00 00 00 00 00 9C 0A 2C ,60263
MLO108679,Hillingdon,Borough,00 00 00 00 00 9C 6A 52 ,60264
MLO10868,Havering,Borough,00 00 00 00 00 13 C5 91 ,47986
MLO108680,Hillingdon,Borough,00 00 00 00 00 9C 84 AB ,60265
MLO108681,Hillingdon,Borough,00 00 00 00 00 9C 85 A9 ,60266
MLO108682,Merton,Borough,00 00 00 00 00 9C B5 73 ,60267
MLO108683,Merton,Borough,00 00 00 00 00 9C B9 A1 ,60268
MLO108684,Kingston upon Thames,Borough,00 00 00 00 00 9C BE A8 ,60269
MLO108685,Ealing,Borough,00 00 00 00 00 9C CE DA ,60270
MLO108686,Merton,Borough,00 00 00 00 00 9C D0 A3 ,60271
MLO108687,Merton,Borough,00 00 00 00 00 9C DB A5 ,60272
MLO108688,Bromley,Borough,00 00 00 00 00 9C DC 57 ,60273
MLO108689,Waltham Forest,Borough,00 00 00 00 00 9C DF 99 ,60274
MLO10869,Havering,Borough,00 00 00 00 00 13 DC A1 ,53867
MLO108690,Wandsworth,Borough,00 00 00 00 00 9C F2 FE ,60275
MLO108691,Wandsworth,Borough,00 00 00 00 00 9C F6 47 ,60276
MLO108692,Wandsworth,Borough,00 00 00 00 00 9C F8 5A ,60277
MLO108693,Wandsworth,Borough,00 00 00 00 00 9C FD FA ,60278
MLO108694,Enfield,Borough,00 00 00 00 00 9D 62 82 ,60279
MLO108695,Enfield,Borough,00 00 00 00 00 9D 6D AE ,60280
MLO108696,Hillingdon,Borough,00 00 00 00 00 9D 7C 7C ,60281
MLO108697,Hillingdon,Borough,00 00 00 00 00 9D 7F 14 ,60282
MLO108698,Merton,Borough,00 00 00 00 00 9D A3 C0 ,60283
MLO108699,Haringey,Borough,00 00 00 00 00 9D AF 12 ,60284
MLO10870,Havering,Borough,00 00 00 00 00 13 0C A1 ,827
MLO108700,Merton,Borough,00 00 00 00 00 9D AF 76 ,60285
MLO108701,Merton,Borough,00 00 00 00 00 9D C4 83 ,60286
MLO108702,Wandsworth,Borough,00 00 00 00 00 9D D7 0D ,60287
MLO108703,Wandsworth,Borough,00 00 00 00 00 9D DA F8 ,60288
MLO108704,Wandsworth,Borough,00 00 00 00 00 9D E2 66 ,60289
MLO108705,Wandsworth,Borough,00 00 00 00 00 9D E6 9F ,60290
MLO108706,Wandsworth,Borough,00 00 00 00 00 9D F0 59 ,60291
MLO108707,Wandsworth,Borough,00 00 00 00 00 9D F2 F0 ,60292
MLO108708,Wandsworth,Borough,00 00 00 00 00 9D F6 30 ,60293
MLO108709,Wandsworth,Borough,00 00 00 00 00 9D F9 43 ,60294
MLO10871,Havering,Borough,00 00 00 00 00 13 23 E0 ,6755
MLO108710,Enfield,Borough,00 00 00 00 00 9E 25 26 ,60295
MLO108711,Hillingdon,Borough,00 00 00 00 00 9E 27 2F ,60296
MLO108712,Enfield,Borough,00 00 00 00 00 9E 2A FE ,60298
MLO108713,Bromley,Borough,00 00 00 00 00 9E 34 33 ,60299
MLO108714,Enfield,Borough,00 00 00 00 00 9E C4 D5 ,60307
MLO108715,Hillingdon,Borough,00 00 00 00 00 9E 4F 76 ,60300
MLO108716,Richmond upon Thames,Borough,00 00 00 00 00 9E 50 6F ,60301
MLO108717,Merton,Borough,00 00 00 00 00 9E 95 7D ,60302
MLO108718,Hammersmith and Fulham,Borough,00 00 00 00 00 9E A1 68 ,60303
MLO108719,Merton,Borough,00 00 00 00 00 9E A8 5E ,60305
MLO10872,Havering,Borough,00 00 00 00 00 13 3B 23 ,12686
MLO108720,Southwark,Borough,00 00 00 00 00 9E A7 C6 ,60304
MLO108721,Camden,Borough,00 00 00 00 00 9E AC E0 ,60306
MLO108722,Enfield,Borough,00 00 00 00 00 9E CD 01 ,60308
MLO108723,Enfield,Borough,00 00 00 00 00 9F 26 9C ,60309
MLO108724,Wandsworth,Borough,00 00 00 00 00 9F 2A E7 ,60310
MLO108725,Wandsworth,Borough,00 00 00 00 00 9F 30 F6 ,60311
MLO108726,Wandsworth,Borough,00 00 00 00 00 9F 35 9C ,60312
MLO108727,Wandsworth,Borough,00 00 00 00 00 9F 3B ED ,60313
MLO108728,Hillingdon,Borough,00 00 00 00 00 9F 40 26 ,60315
MLO108729,Wandsworth,Borough,00 00 00 00 00 9F 3E 3B ,60314
MLO10873,Barking and Dagenham,Borough,00 00 00 00 00 13 52 24 ,18552
MLO108730,Hillingdon,Borough,00 00 00 00 00 9F 47 8A ,60316
MLO108731,Merton,Borough,00 00 00 00 00 9F 73 C3 ,60317
MLO108732,Croydon,Borough,00 00 00 00 00 9F 7B C0 ,60318
MLO108733,Merton,Borough,00 00 00 00 00 9F 8B 46 ,60320
MLO108734,Haringey,Borough,00 00 00 00 00 9F 89 F6 ,60319
MLO108735,Hackney,Borough,00 00 00 00 00 9F 90 6C ,60321
MLO108736,Wandsworth,Borough,00 00 00 00 00 9F AB 45 ,60322
MLO108737,Wandsworth,Borough,00 00 00 00 00 9F B0 D9 ,60323
MLO108739,Wandsworth,Borough,00 00 00 00 00 9F B7 2A ,60324
MLO108740,Wandsworth,Borough,00 00 00 00 00 9F B9 7D ,60325
MLO108741,Wandsworth,Borough,00 00 00 00 00 9F BD 5B ,60326
MLO108742,Bromley,Borough,00 00 00 00 00 9F CB C6 ,60327
MLO108743,Greenwich,Borough,00 00 00 00 00 A0 05 3A ,60328
MLO108744,Wandsworth,Borough,00 00 00 00 00 A0 0B D0 ,60329
MLO108745,Wandsworth,Borough,00 00 00 00 00 A0 0F 46 ,60330
MLO108746,Wandsworth,Borough,00 00 00 00 00 A0 15 F0 ,60331
MLO108747,Hillingdon,Borough,00 00 00 00 00 A0 1B 38 ,60333
MLO108748,Wandsworth,Borough,00 00 00 00 00 A0 19 E5 ,60332
MLO108749,Wandsworth,Borough,00 00 00 00 00 A0 1C E1 ,60334
MLO10875,Barking and Dagenham,Borough,00 00 00 00 00 13 80 6C ,30354
MLO108750,Enfield,Borough,00 00 00 00 00 A0 28 37 ,60335
MLO108751,Enfield,Borough,00 00 00 00 00 A0 2C CE ,60336
MLO108752,Hillingdon,Borough,00 00 00 00 00 A0 2E F9 ,60337
MLO108753,Hackney,Borough,00 00 00 00 00 A0 71 8E ,60339
MLO108754,Bromley,Borough,00 00 00 00 00 A0 77 44 ,60340
MLO108755,Croydon,Borough,00 00 00 00 00 A0 94 F9 ,60341
MLO108756,Camden,Borough,00 00 00 00 00 A0 A1 2B ,60342
MLO108757,Merton,Borough,00 00 00 00 00 A0 C4 0F ,60343
MLO108758,Merton,Borough,00 00 00 00 00 A0 F1 06 ,60344
MLO108759,Hillingdon,Borough,00 00 00 00 00 A1 3A A0 ,60345
MLO10876,Barking and Dagenham,Borough,00 00 00 00 00 13 97 5D ,36204
MLO108760,Hillingdon,Borough,00 00 00 00 00 A1 3E 38 ,60346
MLO108761,Hillingdon,Borough,00 00 00 00 00 A1 43 3D ,60347
MLO108762,Hillingdon,Borough,00 00 00 00 00 A1 45 6E ,60348
MLO108762,Harrow,Borough,00 00 00 00 00 A1 45 71 ,60349
MLO108763,Hillingdon,Borough,00 00 00 00 00 A1 47 69 ,60350
MLO108764,Sutton,Borough,00 00 00 00 00 A1 98 98 ,60351
MLO108765,Merton,Borough,00 00 00 00 00 A1 A7 DF ,60352
MLO108766,Wandsworth,Borough,00 00 00 00 00 A1 D2 72 ,60353
MLO108767,Hackney,Borough,00 00 00 00 00 A2 13 5D ,60354
MLO108768,Wandsworth,Borough,00 00 00 00 00 A2 2A 20 ,60355
MLO108769,Wandsworth,Borough,00 00 00 00 00 A2 2F 02 ,60356
MLO10877,Barking and Dagenham,Borough,00 00 00 00 00 13 AE 73 ,42091
MLO108770,Wandsworth,Borough,00 00 00 00 00 A2 34 F9 ,60357
MLO108771,Wandsworth,Borough,00 00 00 00 00 A2 39 2B ,60358
MLO108772,Wandsworth,Borough,00 00 00 00 00 A2 49 1B ,60359
MLO108773,Enfield,Borough,00 00 00 00 00 A2 4F A6 ,60360
MLO108774,Newham,Borough,00 00 00 00 00 A2 59 F9 ,60361
MLO108775,Hillingdon,Borough,00 00 00 00 00 A2 77 B8 ,60362
MLO108776,Lewisham,Borough,00 00 00 00 00 A2 8C 84 ,60363
MLO108777,Southwark,Borough,00 00 00 00 00 A2 8F 92 ,60364
MLO108778,Tower Hamlets,Borough,00 00 00 00 00 A2 93 B6 ,60365
MLO108779,Lewisham,Borough,00 00 00 00 00 A2 96 02 ,60366
MLO10878,Barking and Dagenham,Borough,00 00 00 00 00 13 C5 92 ,47987
MLO108781,Merton,Borough,00 00 00 00 00 A2 B2 49 ,60367
MLO108782,Merton,Borough,00 00 00 00 00 A2 BD 33 ,60368
MLO108783,Ealing,Borough,00 00 00 00 00 A2 CB 4A ,60370
MLO108784,Merton,Borough,00 00 00 00 00 A2 D2 CC ,60371
MLO108785,Haringey,Borough,00 00 00 00 00 A2 DD 8A ,60372
MLO108786,Tower Hamlets,Borough,00 00 00 00 00 A2 E4 5C ,60373
MLO108787,Southwark,Borough,00 00 00 00 00 A2 F2 25 ,60374
MLO108788,Southwark,Borough,00 00 00 00 00 A2 F5 58 ,60375
MLO108789,Southwark,Borough,00 00 00 00 00 A3 13 E0 ,60376
MLO10879,Barking and Dagenham,Borough,00 00 00 00 00 13 DC A2 ,53868
MLO108790,Southwark,Borough,00 00 00 00 00 A3 17 4C ,60377
MLO108792,Wandsworth,Borough,00 00 00 00 00 A3 7F 72 ,60378
MLO108793,Enfield,Borough,00 00 00 00 00 A3 81 79 ,60379
MLO108794,Wandsworth,Borough,00 00 00 00 00 A3 83 06 ,60380
MLO108795,Wandsworth,Borough,00 00 00 00 00 A3 85 9D ,60381
MLO108796,Wandsworth,Borough,00 00 00 00 00 A3 87 DF ,60383
MLO108797,Lewisham,Borough,00 00 00 00 00 A3 86 DC ,60382
MLO108798,Richmond upon Thames,Borough,00 00 00 00 00 A3 8C F4 ,60384
MLO108799,Richmond upon Thames,Borough,00 00 00 00 00 A3 90 19 ,60385
MLO10880,Havering,Borough,00 00 00 00 00 13 0C A2 ,828
MLO108800,Wandsworth,Borough,00 00 00 00 00 A3 A1 AA ,60386
MLO108801,Enfield,Borough,00 00 00 00 00 A3 AF 38 ,60387
MLO108802,Hillingdon,Borough,00 00 00 00 00 A3 B4 C4 ,60388
MLO108803,Waltham Forest,Borough,00 00 00 00 00 A3 B8 18 ,60389
MLO108804,Hillingdon,Borough,00 00 00 00 00 A3 B9 55 ,60390
MLO108805,Hammersmith and Fulham,Borough,00 00 00 00 00 A3 BB 4C ,60391
MLO108806,Hillingdon,Borough,00 00 00 00 00 A3 BF 11 ,60392
MLO108807,Newham,Borough,00 00 00 00 00 A3 F5 77 ,60393
MLO108808,Hackney,Borough,00 00 00 00 00 A3 FF 20 ,60399
MLO108809,Merton,Borough,00 00 00 00 00 A4 01 4D ,60400
MLO10881,Bexley,Borough,00 00 00 00 00 13 23 E1 ,6756
MLO108810,Merton,Borough,00 00 00 00 00 A4 1D 65 ,60402
MLO108811,Southwark,Borough,00 00 00 00 00 A4 16 8C ,60401
MLO108812,Brent,Borough,00 00 00 00 00 A4 27 32 ,60403
MLO108813,Southwark,Borough,00 00 00 00 00 A4 28 01 ,60404
MLO108814,Merton,Borough,00 00 00 00 00 A4 2E 52 ,60405
MLO108815,Wandsworth,Borough,00 00 00 00 00 A4 BB CF ,60406
MLO108816,Wandsworth,Borough,00 00 00 00 00 A4 BE D2 ,60407
MLO108817,Wandsworth,Borough,00 00 00 00 00 A4 C7 75 ,60408
MLO108818,Hillingdon,Borough,00 00 00 00 00 A4 C8 4D ,60410
MLO108819,Wandsworth,Borough,00 00 00 00 00 A4 C7 C0 ,60409
MLO10882,River Thames,Borough,00 00 00 00 00 13 3B 24 ,12687
MLO10882,Wandsworth,Borough,00 00 00 00 00 13 3B 25 ,12688
MLO108820,Wandsworth,Borough,00 00 00 00 00 A4 D0 25 ,60411
MLO108821,Hillingdon,Borough,00 00 00 00 00 A4 D0 D2 ,60412
MLO108822,Wandsworth,Borough,00 00 00 00 00 A4 D3 16 ,60413
MLO108823,Wandsworth,Borough,00 00 00 00 00 A4 D5 95 ,60414
MLO108825,Hillingdon,Borough,00 00 00 00 00 A4 E5 89 ,60415
MLO108826,Hillingdon,Borough,00 00 00 00 00 A4 EF F3 ,60416
MLO108828,Merton,Borough,00 00 00 00 00 A5 6D B5 ,60417
MLO108829,Wandsworth,Borough,00 00 00 00 00 A6 03 F7 ,60418
MLO108830,Wandsworth,Borough,00 00 00 00 00 A6 08 4D ,60419
MLO108831,Wandsworth,Borough,00 00 00 00 00 A6 0C 13 ,60420
MLO108832,Hillingdon,Borough,00 00 00 00 00 A6 1A BB ,60421
MLO108833,Enfield,Borough,00 00 00 00 00 A6 23 6D ,60422
MLO108834,Hillingdon,Borough,00 00 00 00 00 A6 2E DC ,60423
MLO108835,Enfield,Borough,00 00 00 00 00 A6 33 0C ,60424
MLO108836,Hillingdon,Borough,00 00 00 00 00 A6 3B D0 ,60426
MLO108837,Tower Hamlets,Borough,00 00 00 00 00 A6 88 7F ,60427
MLO108838,Redbridge,Borough,00 00 00 00 00 A6 A6 8F ,60429
MLO108839,Barnet,Borough,00 00 00 00 00 A6 A3 03 ,60428
MLO10884,River Thames,Borough,00 00 00 00 00 13 69 3A ,24439
MLO10884,Wandsworth,Borough,00 00 00 00 00 13 69 3B ,24440
MLO108841,Richmond upon Thames,Borough,00 00 00 00 00 A7 26 A8 ,60443
MLO108842,Wandsworth,Borough,00 00 00 00 00 A7 2B 42 ,60444
MLO108843,Wandsworth,Borough,00 00 00 00 00 A7 2F B8 ,60445
MLO108844,Hillingdon,Borough,00 00 00 00 00 A7 35 D7 ,60446
MLO108845,Wandsworth,Borough,00 00 00 00 00 A7 3B 31 ,60447
MLO108846,Enfield,Borough,00 00 00 00 00 A7 4F 4D ,60449
MLO108847,Hillingdon,Borough,00 00 00 00 00 A7 4B D7 ,60448
MLO108848,Hillingdon,Borough,00 00 00 00 00 A7 56 8D ,60450
MLO108849,Hillingdon,Borough,00 00 00 00 00 A7 5C 84 ,60451
MLO108851,Hounslow,Borough,00 00 00 00 00 A8 7B 99 ,60452
MLO108852,Hounslow,Borough,00 00 00 00 00 A9 1B 19 ,60453
MLO108853,Hounslow,Borough,00 00 00 00 00 A9 2A AC ,60454
MLO108854,Hounslow,Borough,00 00 00 00 00 A9 31 44 ,60455
MLO108855,Hounslow,Borough,00 00 00 00 00 A9 45 9F ,60457
MLO108856,Hounslow,Borough,00 00 00 00 00 A9 48 1A ,60458
MLO108857,Camden,Borough,00 00 00 00 00 A9 61 20 ,60459
MLO108858,Wandsworth,Borough,00 00 00 00 00 AA 6F 18 ,60460
MLO108859,Wandsworth,Borough,00 00 00 00 00 AA 74 15 ,60461
MLO10886,Bexley,Borough,00 00 00 00 00 13 97 5E ,36205
MLO108860,Wandsworth,Borough,00 00 00 00 00 AA 77 F7 ,60462
MLO108861,Enfield,Borough,00 00 00 00 00 AA 8C 47 ,60463
MLO108862,Havering,Borough,00 00 00 00 00 AA 8D 52 ,60464
MLO108863,Hounslow,Borough,00 00 00 00 00 AA 98 6B ,60465
MLO108864,Enfield,Borough,00 00 00 00 00 AA 9D 12 ,60466
MLO108866,Brent,Borough,00 00 00 00 00 AB A1 FE ,60472
MLO108867,Wandsworth,Borough,00 00 00 00 00 AB B7 1A ,60473
MLO108868,Wandsworth,Borough,00 00 00 00 00 AB BA DA ,60474
MLO108869,Wandsworth,Borough,00 00 00 00 00 AB BE 9C ,60475
MLO10887,Bexley,Borough,00 00 00 00 00 13 AE 74 ,42092
MLO108870,Wandsworth,Borough,00 00 00 00 00 AB C3 4F ,60476
MLO108871,Hackney,Borough,00 00 00 00 00 AB CF 65 ,60477
MLO108872,Enfield,Borough,00 00 00 00 00 AB D7 1F ,60478
MLO108873,Hounslow,Borough,00 00 00 00 00 AB DE F1 ,60479
MLO108875,Hounslow,Borough,00 00 00 00 00 AB E8 24 ,60480
MLO108876,Wandsworth,Borough,00 00 00 00 00 AC E4 3C ,60481
MLO108877,Wandsworth,Borough,00 00 00 00 00 AC E7 6F ,60482
MLO108878,Wandsworth,Borough,00 00 00 00 00 AC EA F3 ,60483
MLO108879,Wandsworth,Borough,00 00 00 00 00 AC EE 34 ,60484
MLO108880,Hounslow,Borough,00 00 00 00 00 AC FF F6 ,60486
MLO108881,Enfield,Borough,00 00 00 00 00 AC FD FF ,60485
