ResourceID,AdminArea,AdminAreaType,Timestamp,ID
MLO72821,Waltham Forest,Borough,00 00 00 00 00 13 2D 87 ,9216
MLO72822,Waltham Forest,Borough,00 00 00 00 00 13 44 A7 ,15113
MLO72823,Waltham Forest,Borough,00 00 00 00 00 13 5B B1 ,20988
MLO72824,Waltham Forest,Borough,00 00 00 00 00 13 72 EC ,26912
MLO72825,Waltham Forest,Borough,00 00 00 00 00 13 89 D5 ,32754
MLO72826,Waltham Forest,Borough,00 00 00 00 00 13 A0 DB ,38625
MLO72827,Waltham Forest,Borough,00 00 00 00 00 13 B8 19 ,44551
MLO72828,Waltham Forest,Borough,00 00 00 00 00 13 CF 1D ,50420
MLO72830,Southwark,Borough,00 00 00 00 00 13 16 4E ,3294
MLO72831,Southwark,Borough,00 00 00 00 00 13 2D 88 ,9217
MLO72832,Southwark,Borough,00 00 00 00 00 13 44 A8 ,15114
MLO72833,Southwark,Borough,00 00 00 00 00 13 5B B2 ,20989
MLO72834,Southwark,Borough,00 00 00 00 00 13 72 ED ,26913
MLO72835,Southwark,Borough,00 00 00 00 00 13 89 D6 ,32755
MLO72836,Southwark,Borough,00 00 00 00 00 13 A0 DC ,38626
MLO72837,Southwark,Borough,00 00 00 00 00 13 B8 1A ,44552
MLO72838,Southwark,Borough,00 00 00 00 00 13 CF 1E ,50421
MLO72839,Southwark,Borough,00 00 00 00 00 13 E6 0E ,56270
MLO72840,Merton,Borough,00 00 00 00 00 13 16 4F ,3295
MLO72841,Tower Hamlets,Borough,00 00 00 00 00 13 2D 89 ,9218
MLO72842,Tower Hamlets,Borough,00 00 00 00 00 13 44 A9 ,15115
MLO72843,Tower Hamlets,Borough,00 00 00 00 00 13 5B B3 ,20990
MLO72844,Hackney,Borough,00 00 00 00 00 13 72 EE ,26914
MLO72845,Tower Hamlets,Borough,00 00 00 00 00 13 89 D7 ,32756
MLO72846,Tower Hamlets,Borough,00 00 00 00 00 13 A0 DD ,38627
MLO72847,Tower Hamlets,Borough,00 00 00 00 00 13 B8 1B ,44553
MLO72848,Tower Hamlets,Borough,00 00 00 00 00 13 CF 1F ,50422
MLO72849,Kingston upon Thames,Borough,00 00 00 00 00 13 E6 0F ,56271
MLO72850,Kingston upon Thames,Borough,00 00 00 00 00 13 16 50 ,3296
MLO72851,Kingston upon Thames,Borough,00 00 00 00 00 13 2D 8A ,9219
MLO72852,Wandsworth,Borough,00 00 00 00 00 13 44 AA ,15116
MLO72853,Wandsworth,Borough,00 00 00 00 00 13 5B B4 ,20991
MLO72854,Wandsworth,Borough,00 00 00 00 00 13 72 EF ,26915
MLO72855,Wandsworth,Borough,00 00 00 00 00 13 89 D8 ,32757
MLO72856,Wandsworth,Borough,00 00 00 00 00 13 A0 DE ,38628
MLO72857,Wandsworth,Borough,00 00 00 00 00 13 B8 1C ,44554
MLO72858,Wandsworth,Borough,00 00 00 00 00 13 CF 20 ,50423
MLO72859,Wandsworth,Borough,00 00 00 00 00 13 E6 10 ,56272
MLO72860,Sutton,Borough,00 00 00 00 00 13 16 51 ,3297
MLO72861,Southwark,Borough,00 00 00 00 00 13 2D 8B ,9220
MLO72862,Southwark,Borough,00 00 00 00 00 13 44 AB ,15117
MLO72863,Southwark,Borough,00 00 00 00 00 13 5B B5 ,20992
MLO72864,Southwark,Borough,00 00 00 00 00 13 72 F0 ,26916
MLO72865,Bromley,Borough,00 00 00 00 00 13 89 D9 ,32758
MLO72866,Greenwich,Borough,00 00 00 00 00 13 A0 DF ,38629
MLO72867,Islington,Borough,00 00 00 00 00 13 B8 1D ,44555
MLO72868,Islington,Borough,00 00 00 00 00 13 CF 21 ,50424
MLO72869,Islington,Borough,00 00 00 00 00 13 E6 11 ,56273
MLO7287,Hillingdon,Borough,00 00 00 00 00 13 B8 1E ,44556
MLO72870,Greenwich,Borough,00 00 00 00 00 13 16 52 ,3298
MLO72871,Greenwich,Borough,00 00 00 00 00 13 2D 8C ,9221
MLO72872,Lewisham,Borough,00 00 00 00 00 13 44 AC ,15118
MLO72873,Greenwich,Borough,00 00 00 00 00 13 5B B6 ,20993
MLO72874,Greenwich,Borough,00 00 00 00 00 13 72 F1 ,26917
MLO72875,Greenwich,Borough,00 00 00 00 00 13 89 DA ,32759
MLO72876,Greenwich,Borough,00 00 00 00 00 13 A0 E0 ,38630
MLO72877,Greenwich,Borough,00 00 00 00 00 13 B8 1F ,44557
MLO72878,Greenwich,Borough,00 00 00 00 00 13 CF 22 ,50425
MLO72879,Greenwich,Borough,00 00 00 00 00 13 E6 12 ,56274
MLO72880,Greenwich,Borough,00 00 00 00 00 13 16 53 ,3299
MLO72881,Greenwich,Borough,00 00 00 00 00 13 2D 8D ,9222
MLO72882,Greenwich,Borough,00 00 00 00 00 13 44 AD ,15119
MLO72883,Greenwich,Borough,00 00 00 00 00 13 5B B7 ,20994
MLO72884,Greenwich,Borough,00 00 00 00 00 13 72 F2 ,26918
MLO72885,Greenwich,Borough,00 00 00 00 00 13 89 DB ,32760
MLO72886,Greenwich,Borough,00 00 00 00 00 13 A0 E1 ,38631
MLO72887,Greenwich,Borough,00 00 00 00 00 13 B8 20 ,44558
MLO72888,Greenwich,Borough,00 00 00 00 00 13 CF 23 ,50426
MLO72889,Greenwich,Borough,00 00 00 00 00 13 E6 13 ,56275
MLO72890,Greenwich,Borough,00 00 00 00 00 13 16 54 ,3300
MLO72891,Greenwich,Borough,00 00 00 00 00 13 2D 8E ,9223
MLO72892,Greenwich,Borough,00 00 00 00 00 13 44 AE ,15120
MLO72893,Greenwich,Borough,00 00 00 00 00 13 5B B8 ,20995
MLO72894,Greenwich,Borough,00 00 00 00 00 13 72 F3 ,26919
MLO72895,Greenwich,Borough,00 00 00 00 00 13 89 DC ,32761
MLO72896,Greenwich,Borough,00 00 00 00 00 13 A0 E2 ,38632
MLO72897,Greenwich,Borough,00 00 00 00 00 13 B8 21 ,44559
MLO72898,Greenwich,Borough,00 00 00 00 00 13 CF 24 ,50427
MLO72899,Greenwich,Borough,00 00 00 00 00 13 E6 14 ,56276
MLO72900,Greenwich,Borough,00 00 00 00 00 13 16 55 ,3301
MLO72901,Lewisham,Borough,00 00 00 00 00 13 2D 8F ,9224
MLO72902,Lewisham,Borough,00 00 00 00 00 13 44 AF ,15121
MLO72903,Lewisham,Borough,00 00 00 00 00 13 5B B9 ,20996
MLO72904,Lewisham,Borough,00 00 00 00 00 13 72 F4 ,26920
MLO72906,Lewisham,Borough,00 00 00 00 00 13 A0 E3 ,38633
MLO72907,Lewisham,Borough,00 00 00 00 00 13 B8 22 ,44560
MLO72908,Lewisham,Borough,00 00 00 00 00 13 CF 25 ,50428
MLO72909,Lewisham,Borough,00 00 00 00 00 13 E6 15 ,56277
MLO72910,Lewisham,Borough,00 00 00 00 00 13 16 56 ,3302
MLO72911,Southwark,Borough,00 00 00 00 00 13 2D 90 ,9225
MLO72912,Southwark,Borough,00 00 00 00 00 13 44 B0 ,15122
MLO72913,Lambeth,Borough,00 00 00 00 00 13 5B BA ,20997
MLO72915,Lambeth,Borough,00 00 00 00 00 13 89 DD ,32762
MLO72916,Lambeth,Borough,00 00 00 00 00 13 A0 E4 ,38634
MLO72917,Wandsworth,Borough,00 00 00 00 00 13 B8 23 ,44561
MLO72918,Wandsworth,Borough,00 00 00 00 00 13 CF 26 ,50429
MLO72919,Wandsworth,Borough,00 00 00 00 00 13 E6 16 ,56278
MLO72920,Wandsworth,Borough,00 00 00 00 00 13 16 57 ,3303
MLO72921,Hammersmith and Fulham,Borough,00 00 00 00 00 13 2D 91 ,9226
MLO72922,Hammersmith and Fulham,Borough,00 00 00 00 00 13 44 B1 ,15123
MLO72923,Hammersmith and Fulham,Borough,00 00 00 00 00 13 5B BB ,20998
MLO72924,Hammersmith and Fulham,Borough,00 00 00 00 00 13 72 F5 ,26921
MLO72925,Hammersmith and Fulham,Borough,00 00 00 00 00 13 89 DE ,32763
MLO72926,Hammersmith and Fulham,Borough,00 00 00 00 00 13 A0 E5 ,38635
MLO72927,Hammersmith and Fulham,Borough,00 00 00 00 00 13 B8 24 ,44562
MLO72928,Hammersmith and Fulham,Borough,00 00 00 00 00 13 CF 27 ,50430
MLO72929,City of Westminster,Borough,00 00 00 00 00 13 E6 17 ,56279
MLO72930,Lewisham,Borough,00 00 00 00 00 13 16 58 ,3304
MLO72931,Lewisham,Borough,00 00 00 00 00 13 2D 92 ,9227
MLO72933,Bromley,Borough,00 00 00 00 00 13 5B BC ,20999
MLO72934,Lewisham,Borough,00 00 00 00 00 13 72 F6 ,26922
MLO72935,Lambeth,Borough,00 00 00 00 00 13 89 DF ,32764
MLO72935,Southwark,Borough,00 00 00 00 00 13 89 E0 ,32765
MLO72936,Kensington and Chelsea,Borough,00 00 00 00 00 13 A0 E6 ,38636
MLO72937,Bexley,Borough,00 00 00 00 00 13 B8 25 ,44563
MLO72938,Southwark,Borough,00 00 00 00 00 13 CF 28 ,50431
MLO72939,Hounslow,Borough,00 00 00 00 00 13 E6 18 ,56280
MLO72941,City of London,Borough,00 00 00 00 00 13 2D 93 ,9228
MLO72942,City of London,Borough,00 00 00 00 00 13 44 B2 ,15124
MLO72943,City of London,Borough,00 00 00 00 00 13 5B BD ,21000
MLO72944,City of London,Borough,00 00 00 00 00 13 72 F7 ,26923
MLO72945,City of London,Borough,00 00 00 00 00 13 89 E1 ,32766
MLO72946,City of London,Borough,00 00 00 00 00 13 A0 E7 ,38637
MLO72947,City of London,Borough,00 00 00 00 00 13 B8 26 ,44564
MLO72948,City of London,Borough,00 00 00 00 00 13 CF 29 ,50432
MLO72949,City of London,Borough,00 00 00 00 00 13 E6 19 ,56281
MLO72951,Havering,Borough,00 00 00 00 00 13 2D 94 ,9229
MLO72953,City of Westminster,Borough,00 00 00 00 00 13 5B BE ,21001
MLO72954,City of Westminster,Borough,00 00 00 00 00 13 72 F8 ,26924
MLO72955,City of Westminster,Borough,00 00 00 00 00 13 89 E2 ,32767
MLO72956,City of London,Borough,00 00 00 00 00 13 A0 E8 ,38638
MLO72957,City of London,Borough,00 00 00 00 00 13 B8 27 ,44565
MLO72958,City of London,Borough,00 00 00 00 00 13 CF 2A ,50433
MLO72959,City of London,Borough,00 00 00 00 00 13 E6 1A ,56282
MLO72960,City of London,Borough,00 00 00 00 00 13 16 59 ,3305
MLO72961,City of London,Borough,00 00 00 00 00 13 2D 95 ,9230
MLO72962,City of London,Borough,00 00 00 00 00 13 44 B3 ,15125
MLO72963,City of London,Borough,00 00 00 00 00 13 5B BF ,21002
MLO72964,City of London,Borough,00 00 00 00 00 13 72 F9 ,26925
MLO72965,City of London,Borough,00 00 00 00 00 13 89 E3 ,32768
MLO72966,City of London,Borough,00 00 00 00 00 13 A0 E9 ,38639
MLO72967,City of London,Borough,00 00 00 00 00 13 B8 28 ,44566
MLO72968,City of London,Borough,00 00 00 00 00 13 CF 2B ,50434
MLO72969,City of London,Borough,00 00 00 00 00 13 E6 1B ,56283
MLO72971,City of London,Borough,00 00 00 00 00 13 2D 96 ,9231
MLO72972,City of London,Borough,00 00 00 00 00 13 44 B4 ,15126
MLO72973,Greenwich,Borough,00 00 00 00 00 13 5B C0 ,21003
MLO72974,Greenwich,Borough,00 00 00 00 00 13 72 FA ,26926
MLO72975,Greenwich,Borough,00 00 00 00 00 13 89 E4 ,32769
MLO72976,Greenwich,Borough,00 00 00 00 00 13 A0 EA ,38640
MLO72977,Greenwich,Borough,00 00 00 00 00 13 B8 29 ,44567
MLO72978,Greenwich,Borough,00 00 00 00 00 13 CF 2C ,50435
MLO72979,Greenwich,Borough,00 00 00 00 00 13 E6 1C ,56284
MLO72980,Greenwich,Borough,00 00 00 00 00 13 16 5A ,3306
MLO72981,Greenwich,Borough,00 00 00 00 00 13 2D 97 ,9232
MLO72982,Greenwich,Borough,00 00 00 00 00 13 44 B5 ,15127
MLO72983,Tower Hamlets,Borough,00 00 00 00 00 13 5B C1 ,21004
MLO72985,Tower Hamlets,Borough,00 00 00 00 00 13 89 E5 ,32770
MLO72986,Tower Hamlets,Borough,00 00 00 00 00 13 A0 EB ,38641
MLO72987,Tower Hamlets,Borough,00 00 00 00 00 13 B8 2A ,44568
MLO72988,Havering,Borough,00 00 00 00 00 13 CF 2D ,50436
MLO72989,Havering,Borough,00 00 00 00 00 13 E6 1D ,56285
MLO72990,Havering,Borough,00 00 00 00 00 13 16 5B ,3307
MLO72991,Havering,Borough,00 00 00 00 00 13 2D 98 ,9233
MLO72992,Tower Hamlets,Borough,00 00 00 00 00 13 44 B6 ,15128
MLO72993,Tower Hamlets,Borough,00 00 00 00 00 13 5B C2 ,21005
MLO72994,Tower Hamlets,Borough,00 00 00 00 00 13 72 FB ,26927
MLO72995,Tower Hamlets,Borough,00 00 00 00 00 13 89 E6 ,32771
MLO72996,Tower Hamlets,Borough,00 00 00 00 00 13 A0 EC ,38642
MLO72997,Tower Hamlets,Borough,00 00 00 00 00 13 B8 2B ,44569
MLO72998,Tower Hamlets,Borough,00 00 00 00 00 13 CF 2E ,50437
MLO72999,Tower Hamlets,Borough,00 00 00 00 00 13 E6 1E ,56286
MLO73000,Tower Hamlets,Borough,00 00 00 00 00 13 16 5C ,3308
MLO73002,Southwark,Borough,00 00 00 00 00 13 44 B7 ,15129
MLO73003,Southwark,Borough,00 00 00 00 00 13 5B C3 ,21006
MLO73004,Southwark,Borough,00 00 00 00 00 13 72 FC ,26928
MLO73005,Southwark,Borough,00 00 00 00 00 13 89 E7 ,32772
MLO73006,Southwark,Borough,00 00 00 00 00 13 A0 ED ,38643
MLO73007,Southwark,Borough,00 00 00 00 00 13 B8 2C ,44570
MLO73008,Southwark,Borough,00 00 00 00 00 13 CF 2F ,50438
MLO73009,Southwark,Borough,00 00 00 00 00 13 E6 1F ,56287
MLO7301,Lambeth,Borough,00 00 00 00 00 13 2D 99 ,9234
MLO73010,Hounslow,Borough,00 00 00 00 00 13 16 5D ,3309
MLO73011,Hounslow,Borough,00 00 00 00 00 13 2D 9A ,9235
MLO73013,Hounslow,Borough,00 00 00 00 00 13 5B C4 ,21007
MLO73014,Hounslow,Borough,00 00 00 00 00 13 72 FD ,26929
MLO73015,Hounslow,Borough,00 00 00 00 00 13 89 E8 ,32773
MLO73016,Hounslow,Borough,00 00 00 00 00 13 A0 EE ,38644
MLO73017,Hounslow,Borough,00 00 00 00 00 13 B8 2D ,44571
MLO73018,Hounslow,Borough,00 00 00 00 00 13 CF 30 ,50439
MLO73019,Ealing,Borough,00 00 00 00 00 13 E6 20 ,56288
MLO73020,Ealing,Borough,00 00 00 00 00 13 16 5E ,3310
MLO73021,Ealing,Borough,00 00 00 00 00 13 2D 9B ,9236
MLO73022,Ealing,Borough,00 00 00 00 00 13 44 B8 ,15130
MLO73023,Ealing,Borough,00 00 00 00 00 13 5B C5 ,21008
MLO73024,Ealing,Borough,00 00 00 00 00 13 72 FE ,26930
MLO73025,Ealing,Borough,00 00 00 00 00 13 89 E9 ,32774
MLO73026,Ealing,Borough,00 00 00 00 00 13 A0 EF ,38645
MLO73027,Ealing,Borough,00 00 00 00 00 13 B8 2E ,44572
MLO73028,Ealing,Borough,00 00 00 00 00 13 CF 31 ,50440
MLO73029,Ealing,Borough,00 00 00 00 00 13 E6 21 ,56289
MLO73030,Ealing,Borough,00 00 00 00 00 13 16 5F ,3311
MLO73031,Ealing,Borough,00 00 00 00 00 13 2D 9C ,9237
MLO73032,Ealing,Borough,00 00 00 00 00 13 44 B9 ,15131
MLO73033,Hillingdon,Borough,00 00 00 00 00 13 5B C6 ,21009
MLO73034,Hillingdon,Borough,00 00 00 00 00 13 72 FF ,26931
MLO73035,Hillingdon,Borough,00 00 00 00 00 13 89 EA ,32775
MLO73036,Hillingdon,Borough,00 00 00 00 00 13 A0 F0 ,38646
MLO73037,Hillingdon,Borough,00 00 00 00 00 13 B8 2F ,44573
MLO73038,Hillingdon,Borough,00 00 00 00 00 13 CF 32 ,50441
MLO73039,Hillingdon,Borough,00 00 00 00 00 13 E6 22 ,56290
MLO73040,Hillingdon,Borough,00 00 00 00 00 13 16 60 ,3312
MLO73041,Hillingdon,Borough,00 00 00 00 00 13 2D 9D ,9238
MLO73042,Hillingdon,Borough,00 00 00 00 00 13 44 BA ,15132
MLO73043,Hillingdon,Borough,00 00 00 00 00 13 5B C7 ,21010
MLO73044,Hillingdon,Borough,00 00 00 00 00 13 73 01 ,26932
MLO73045,Hillingdon,Borough,00 00 00 00 00 13 89 EB ,32776
MLO73046,Waltham Forest,Borough,00 00 00 00 00 13 A0 F1 ,38647
MLO73047,Newham,Borough,00 00 00 00 00 13 B8 30 ,44574
MLO73048,Hillingdon,Borough,00 00 00 00 00 13 CF 33 ,50442
MLO73050,Hillingdon,Borough,00 00 00 00 00 13 16 61 ,3313
MLO73051,Hillingdon,Borough,00 00 00 00 00 13 2D 9E ,9239
MLO73054,Hackney,Borough,00 00 00 00 00 13 73 02 ,26933
MLO73055,Hackney,Borough,00 00 00 00 00 13 89 EC ,32777
MLO73056,Hackney,Borough,00 00 00 00 00 13 A0 F2 ,38648
MLO73057,Hackney,Borough,00 00 00 00 00 13 B8 31 ,44575
MLO73058,Hackney,Borough,00 00 00 00 00 13 CF 34 ,50443
MLO73059,Hackney,Borough,00 00 00 00 00 13 E6 23 ,56291
MLO73060,Hackney,Borough,00 00 00 00 00 13 16 62 ,3314
MLO73061,Tower Hamlets,Borough,00 00 00 00 00 13 2D 9F ,9240
MLO73062,Hackney,Borough,00 00 00 00 00 13 44 BB ,15133
MLO73063,Hackney,Borough,00 00 00 00 00 13 5B C8 ,21011
MLO73064,Tower Hamlets,Borough,00 00 00 00 00 13 73 03 ,26934
MLO73065,Tower Hamlets,Borough,00 00 00 00 00 13 89 ED ,32778
MLO73066,Tower Hamlets,Borough,00 00 00 00 00 13 A0 F3 ,38649
MLO73067,Islington,Borough,00 00 00 00 00 13 B8 32 ,44576
MLO73068,Islington,Borough,00 00 00 00 00 13 CF 35 ,50444
MLO73069,Islington,Borough,00 00 00 00 00 13 E6 24 ,56292
MLO73070,Islington,Borough,00 00 00 00 00 13 16 63 ,3315
MLO73071,Camden,Borough,00 00 00 00 00 13 2D A0 ,9241
MLO73072,Camden,Borough,00 00 00 00 00 13 44 BC ,15134
MLO73074,Camden,Borough,00 00 00 00 00 13 73 04 ,26935
MLO73075,Camden,Borough,00 00 00 00 00 13 89 EE ,32779
MLO73076,Camden,Borough,00 00 00 00 00 13 A0 F4 ,38650
MLO73077,Camden,Borough,00 00 00 00 00 13 B8 33 ,44577
MLO73079,Camden,Borough,00 00 00 00 00 13 E6 25 ,56293
MLO73080,Camden,Borough,00 00 00 00 00 13 16 64 ,3316
MLO73082,Camden,Borough,00 00 00 00 00 13 44 BD ,15135
MLO73083,Camden,Borough,00 00 00 00 00 13 5B C9 ,21012
MLO73085,City of Westminster,Borough,00 00 00 00 00 13 89 EF ,32780
MLO73086,City of Westminster,Borough,00 00 00 00 00 13 A0 F5 ,38651
MLO73087,Kensington and Chelsea,Borough,00 00 00 00 00 13 B8 34 ,44578
MLO73087,City of Westminster,Borough,00 00 00 00 00 13 B8 35 ,44579
MLO73088,Brent,Borough,00 00 00 00 00 13 CF 36 ,50445
MLO73089,Hammersmith and Fulham,Borough,00 00 00 00 00 13 E6 26 ,56294
MLO73090,Brent,Borough,00 00 00 00 00 13 16 65 ,3317
MLO73093,Brent,Borough,00 00 00 00 00 13 5B CA ,21013
MLO73094,Brent,Borough,00 00 00 00 00 13 73 05 ,26936
MLO73096,Newham,Borough,00 00 00 00 00 13 A0 F6 ,38652
MLO73097,Newham,Borough,00 00 00 00 00 13 B8 36 ,44580
MLO73098,Newham,Borough,00 00 00 00 00 13 CF 37 ,50446
MLO73099,Newham,Borough,00 00 00 00 00 13 E6 27 ,56295
MLO73100,Newham,Borough,00 00 00 00 00 13 16 66 ,3318
MLO73101,Newham,Borough,00 00 00 00 00 13 2D A1 ,9242
MLO73103,Newham,Borough,00 00 00 00 00 13 5B CB ,21014
MLO73105,Newham,Borough,00 00 00 00 00 13 89 F0 ,32781
MLO73106,Newham,Borough,00 00 00 00 00 13 A0 F7 ,38653
MLO73107,Tower Hamlets,Borough,00 00 00 00 00 13 B8 37 ,44581
MLO73110,Hackney,Borough,00 00 00 00 00 13 16 67 ,3319
MLO73111,Hackney,Borough,00 00 00 00 00 13 2D A2 ,9243
MLO73112,Hackney,Borough,00 00 00 00 00 13 44 BE ,15136
MLO73113,Hackney,Borough,00 00 00 00 00 13 5B CC ,21015
MLO73114,Enfield,Borough,00 00 00 00 00 13 73 06 ,26937
MLO73115,Enfield,Borough,00 00 00 00 00 13 89 F1 ,32782
MLO73116,Enfield,Borough,00 00 00 00 00 13 A0 F8 ,38654
MLO73117,Enfield,Borough,00 00 00 00 00 13 B8 38 ,44582
MLO73118,Kingston upon Thames,Borough,00 00 00 00 00 13 CF 38 ,50447
MLO73119,Kingston upon Thames,Borough,00 00 00 00 00 13 E6 28 ,56296
MLO73120,Kingston upon Thames,Borough,00 00 00 00 00 13 16 68 ,3320
MLO73122,Kingston upon Thames,Borough,00 00 00 00 00 13 44 BF ,15137
MLO73124,Tower Hamlets,Borough,00 00 00 00 00 13 73 07 ,26938
MLO73125,Islington,Borough,00 00 00 00 00 13 89 F2 ,32783
MLO73126,Islington,Borough,00 00 00 00 00 13 A0 F9 ,38655
MLO73127,Islington,Borough,00 00 00 00 00 13 B8 39 ,44583
MLO73128,Hounslow,Borough,00 00 00 00 00 13 CF 39 ,50448
MLO73129,Islington,Borough,00 00 00 00 00 13 E6 29 ,56297
MLO73130,Hounslow,Borough,00 00 00 00 00 13 16 69 ,3321
MLO73132,Richmond upon Thames,Borough,00 00 00 00 00 13 44 C0 ,15138
MLO73133,Lewisham,Borough,00 00 00 00 00 13 5B CD ,21016
MLO73134,Hounslow,Borough,00 00 00 00 00 13 73 08 ,26939
MLO73135,Hounslow,Borough,00 00 00 00 00 13 89 F3 ,32784
MLO73136,Hounslow,Borough,00 00 00 00 00 13 A0 FA ,38656
MLO73137,Ealing,Borough,00 00 00 00 00 13 B8 3A ,44584
MLO73138,Ealing,Borough,00 00 00 00 00 13 CF 3A ,50449
MLO73139,Ealing,Borough,00 00 00 00 00 13 E6 2A ,56298
MLO73140,Ealing,Borough,00 00 00 00 00 13 16 6A ,3322
MLO73141,Hillingdon,Borough,00 00 00 00 00 13 2D A3 ,9244
MLO73143,Hillingdon,Borough,00 00 00 00 00 13 5B CE ,21017
MLO73144,Hillingdon,Borough,00 00 00 00 00 13 73 09 ,26940
MLO73145,Ealing,Borough,00 00 00 00 00 13 89 F4 ,32785
MLO73146,Ealing,Borough,00 00 00 00 00 13 A0 FB ,38657
MLO73147,Ealing,Borough,00 00 00 00 00 13 B8 3B ,44585
MLO73148,Ealing,Borough,00 00 00 00 00 13 CF 3B ,50450
MLO73149,Hillingdon,Borough,00 00 00 00 00 13 E6 2B ,56299
MLO73150,Hillingdon,Borough,00 00 00 00 00 13 16 6B ,3323
MLO73151,Hillingdon,Borough,00 00 00 00 00 13 2D A4 ,9245
MLO73152,Ealing,Borough,00 00 00 00 00 13 44 C1 ,15139
MLO73153,City of London,Borough,00 00 00 00 00 13 5B CF ,21018
MLO73154,City of London,Borough,00 00 00 00 00 13 73 0A ,26941
MLO73155,City of London,Borough,00 00 00 00 00 13 89 F5 ,32786
MLO73156,City of London,Borough,00 00 00 00 00 13 A0 FC ,38658
MLO73157,City of London,Borough,00 00 00 00 00 13 B8 3C ,44586
MLO73158,City of London,Borough,00 00 00 00 00 13 CF 3C ,50451
MLO73159,City of London,Borough,00 00 00 00 00 13 E6 2C ,56300
MLO73160,City of London,Borough,00 00 00 00 00 13 16 6C ,3324
MLO73161,City of London,Borough,00 00 00 00 00 13 2D A5 ,9246
MLO73162,City of London,Borough,00 00 00 00 00 13 44 C2 ,15140
MLO73163,City of London,Borough,00 00 00 00 00 13 5B D0 ,21019
MLO73164,City of London,Borough,00 00 00 00 00 13 73 0B ,26942
MLO73165,City of London,Borough,00 00 00 00 00 13 89 F6 ,32787
MLO73166,City of London,Borough,00 00 00 00 00 13 A0 FD ,38659
MLO73167,City of London,Borough,00 00 00 00 00 13 B8 3D ,44587
MLO73168,City of London,Borough,00 00 00 00 00 13 CF 3D ,50452
MLO73169,City of London,Borough,00 00 00 00 00 13 E6 2D ,56301
MLO73170,City of London,Borough,00 00 00 00 00 13 16 6D ,3325
MLO73171,City of London,Borough,00 00 00 00 00 13 2D A6 ,9247
MLO73172,City of London,Borough,00 00 00 00 00 13 44 C3 ,15141
MLO73173,City of London,Borough,00 00 00 00 00 13 5B D1 ,21020
MLO73174,City of London,Borough,00 00 00 00 00 13 73 0C ,26943
MLO73175,City of London,Borough,00 00 00 00 00 13 89 F7 ,32788
MLO73176,City of London,Borough,00 00 00 00 00 13 A0 FE ,38660
MLO73177,City of London,Borough,00 00 00 00 00 13 B8 3E ,44588
MLO73178,City of London,Borough,00 00 00 00 00 13 CF 3E ,50453
MLO73179,City of London,Borough,00 00 00 00 00 13 E6 2E ,56302
MLO73180,City of London,Borough,00 00 00 00 00 13 16 6E ,3326
MLO73181,City of London,Borough,00 00 00 00 00 13 2D A7 ,9248
MLO73182,City of London,Borough,00 00 00 00 00 13 44 C4 ,15142
MLO73183,Ealing,Borough,00 00 00 00 00 13 5B D2 ,21021
MLO73184,Ealing,Borough,00 00 00 00 00 13 73 0D ,26944
MLO73185,Ealing,Borough,00 00 00 00 00 13 89 F8 ,32789
MLO73186,Ealing,Borough,00 00 00 00 00 13 A0 FF ,38661
MLO73187,Tower Hamlets,Borough,00 00 00 00 00 13 B8 3F ,44589
MLO73188,Tower Hamlets,Borough,00 00 00 00 00 13 CF 3F ,50454
MLO73189,Tower Hamlets,Borough,00 00 00 00 00 13 E6 2F ,56303
MLO73190,Tower Hamlets,Borough,00 00 00 00 00 13 16 6F ,3327
MLO73191,Tower Hamlets,Borough,00 00 00 00 00 13 2D A8 ,9249
MLO73192,Tower Hamlets,Borough,00 00 00 00 00 13 44 C5 ,15143
MLO73193,Tower Hamlets,Borough,00 00 00 00 00 13 5B D3 ,21022
MLO73194,Tower Hamlets,Borough,00 00 00 00 00 13 73 0E ,26945
MLO73195,Tower Hamlets,Borough,00 00 00 00 00 13 89 F9 ,32790
MLO73196,Tower Hamlets,Borough,00 00 00 00 00 13 A1 01 ,38662
MLO73197,Tower Hamlets,Borough,00 00 00 00 00 13 B8 40 ,44590
MLO73198,Tower Hamlets,Borough,00 00 00 00 00 13 CF 40 ,50455
MLO73199,Tower Hamlets,Borough,00 00 00 00 00 13 E6 30 ,56304
MLO73200,Tower Hamlets,Borough,00 00 00 00 00 13 16 70 ,3328
MLO73201,Tower Hamlets,Borough,00 00 00 00 00 13 2D A9 ,9250
MLO73202,Tower Hamlets,Borough,00 00 00 00 00 13 44 C6 ,15144
MLO73203,Tower Hamlets,Borough,00 00 00 00 00 13 5B D4 ,21023
MLO73204,Tower Hamlets,Borough,00 00 00 00 00 13 73 0F ,26946
MLO73205,Tower Hamlets,Borough,00 00 00 00 00 13 89 FA ,32791
MLO73206,Tower Hamlets,Borough,00 00 00 00 00 13 A1 02 ,38663
MLO73208,Tower Hamlets,Borough,00 00 00 00 00 13 CF 41 ,50456
MLO73209,Tower Hamlets,Borough,00 00 00 00 00 13 E6 31 ,56305
MLO73210,Tower Hamlets,Borough,00 00 00 00 00 13 16 71 ,3329
MLO73211,Tower Hamlets,Borough,00 00 00 00 00 13 2D AA ,9251
MLO73212,Harrow,Borough,00 00 00 00 00 13 44 C7 ,15145
MLO73213,Harrow,Borough,00 00 00 00 00 13 5B D5 ,21024
MLO73214,Barnet,Borough,00 00 00 00 00 13 73 10 ,26947
